,Employee ID,Burn Rate
0,fffe31003300390039003000,0.6159000000000001
1,fffe31003300310037003800,0.34970000000000007
2,fffe33003400380035003900,0.43189999999999984
3,fffe3100370039003200,0.37360000000000015
4,fffe32003600390036003700,0.5454000000000004
5,fffe3600390032003200,0.47720000000000035
6,fffe3600370032003200,0.32530000000000014
7,fffe32003900390030003000,0.7048999999999996
8,fffe3100370031003000,0.6024000000000003
9,fffe31003500320037003600,0.41710000000000036
10,fffe3400370031003100,0.3876
11,fffe32003800300035003300,0.32510000000000006
12,fffe31003700380037003700,0.37049999999999983
13,fffe33003400300038003900,0.5797000000000004
14,fffe33003100300039003600,0.6005999999999998
15,fffe33003400380038003300,0.5688000000000002
16,fffe33003400310032003500,0.5892999999999997
17,fffe33003400360032003000,0.8058000000000004
18,fffe32003800360033003400,0.24370000000000006
19,fffe3600350031003700,0.4266000000000002
20,fffe3200310033003500,0.3478
21,fffe370039003500,0.19400000000000012
22,fffe32003500340036003200,0.47540000000000016
23,fffe360038003200,0.6220999999999998
24,fffe31003800300039003900,0.5168999999999999
25,fffe32003500310034003200,0.4014000000000002
26,fffe33003100320039003300,0.5204999999999995
27,fffe33003000330034003700,0.3443
28,fffe32003500310039003300,0.33739999999999987
29,fffe31003500310033003200,0.3256000000000001
30,fffe31003900320038003800,0.4134999999999998
31,fffe31003400340039003000,0.8785000000000001
32,fffe390033003000,0.39109999999999984
33,fffe3700360033003400,0.0003
34,fffe31003700390034003900,0.1957000000000003
35,fffe31003700360035003900,0.6354000000000003
36,fffe31003200370037003900,0.34700000000000003
37,fffe31003400310038003500,0.3779000000000002
38,fffe32003200370033003000,0.44079999999999997
39,fffe31003300320036003300,0.31989999999999996
40,fffe3900390034003600,0.6209
41,fffe32003300310032003600,0.2442000000000001
42,fffe3500360039003300,0.9409999999999998
43,fffe3700340039003900,0.7250999999999999
44,fffe31003400370032003200,0.3103
45,fffe360032003200,0.2401000000000001
46,fffe33003100340030003600,0.6470999999999997
47,fffe31003500300037003700,0.29619999999999996
48,fffe31003600390038003800,0.34139999999999987
49,fffe33003300360030003500,0.5464999999999995
50,fffe3900380030003300,0.3599000000000002
51,fffe31003700330034003500,0.39280000000000015
52,fffe31003500360036003900,0.3174999999999999
53,fffe3200380033003100,0.5858
54,fffe3900360033003900,0.6318000000000003
55,fffe33003000370031003200,0.5652000000000001
56,fffe32003700370036003200,0.2245
57,fffe31003400320034003300,0.4107999999999998
58,fffe32003600360034003200,0.2107000000000001
59,fffe32003700380035003100,0.6924000000000001
60,fffe31003400350034003200,0.18720000000000003
61,fffe31003000320038003200,0.5513000000000001
62,fffe32003400300030003800,0.5268999999999998
63,fffe32003600320038003300,0.4140000000000002
64,fffe3300340035003700,0.37770000000000026
65,fffe31003900320032003000,0.3117999999999999
66,fffe3300370032003100,0.3213999999999998
67,fffe33003300350038003900,0.17500000000000016
68,fffe32003900360038003700,0.23790000000000006
69,fffe3100380033003400,0.5163999999999997
70,fffe3900390032003500,0.18320000000000008
71,fffe32003200320035003600,0.24280000000000013
72,fffe32003700380031003900,0.2273000000000001
73,fffe3400330034003000,0.41450000000000004
74,fffe33003300380035003400,0.29409999999999975
75,fffe3300380034003000,0.6042999999999993
76,fffe32003500360039003200,0.5947
77,fffe31003700360038003600,0.42510000000000003
78,fffe33003300370036003200,0.5773000000000001
79,fffe3200340039003500,0.5540999999999999
80,fffe3600300036003500,0.6459
81,fffe31003300370032003000,0.5930000000000005
82,fffe3700360036003700,0.6452000000000001
83,fffe33003200390030003200,0.1313
84,fffe31003500340035003100,0.6311000000000002
85,fffe33003000350035003300,0.0319
86,fffe31003400300036003000,0.7234999999999999
87,fffe31003700330035003200,0.5069000000000002
88,fffe33003000320032003400,0.3985
89,fffe32003300350034003700,0.19610000000000002
90,fffe32003200340034003400,0.3523999999999998
91,fffe3800380035003100,0.1471
92,fffe33003100310039003900,0.6088999999999996
93,fffe3700330032003300,0.39830000000000026
94,fffe32003300390033003900,0.47650000000000015
95,fffe31003500370037003700,0.3113999999999999
96,fffe32003000310035003500,0.2568000000000002
97,fffe38003200,0.7451999999999999
98,fffe31003900310032003600,0.6964999999999998
99,fffe32003200320039003900,0.22469999999999996
100,fffe33003000360035003200,0.4124999999999998
101,fffe33003100390031003800,0.6588000000000004
102,fffe32003800360031003400,0.6785
103,fffe32003300320034003300,0.7045000000000001
104,fffe3800330032003400,0.43309999999999993
105,fffe3600380038003000,0.3709999999999999
106,fffe32003500320030003700,0.3403000000000002
107,fffe33003400330032003600,0.2750999999999998
108,fffe32003300380030003600,0.6932
109,fffe31003000360032003900,0.7776999999999998
110,fffe3300310032003500,0.26689999999999986
111,fffe3200320033003000,0.7349000000000002
112,fffe340032003600,0.44319999999999987
113,fffe3900390036003500,0.8758000000000001
114,fffe3900310039003900,0.40660000000000013
115,fffe3700390037003100,0.3588
116,fffe31003200340031003600,0.6372999999999999
117,fffe33003200380038003800,0.34159999999999985
118,fffe32003400380038003200,0.4004000000000001
119,fffe32003300330037003600,0.23619999999999985
120,fffe33003400360030003700,0.3574000000000001
121,fffe31003900340030003800,0.3500999999999999
122,fffe33003400300037003400,0.45469999999999994
123,fffe3400360035003700,0.5536
124,fffe33003000340039003100,0.5070000000000005
125,fffe32003000390030003300,0.5727
126,fffe32003800300030003000,0.14940000000000014
127,fffe32003500300032003800,0.43329999999999996
128,fffe3800330032003700,0.7012000000000006
129,fffe32003900380039003600,0.24789999999999984
130,fffe3200310031003300,0.3193999999999998
131,fffe32003700350038003000,0.47360000000000013
132,fffe31003800370033003700,0.4393999999999999
133,fffe33003300380038003100,0.7276999999999997
134,fffe31003400340030003400,0.30000000000000016
135,fffe31003000340030003400,0.2918
136,fffe31003400330032003700,0.15059999999999993
137,fffe31003700310030003300,0.6028000000000001
138,fffe31003300310033003300,0.7449000000000003
139,fffe33003400330031003500,0.5881000000000002
140,fffe32003800300036003800,0.6509999999999998
141,fffe33003000300032003900,0.0
142,fffe32003800390035003700,0.2588000000000001
143,fffe3400320036003200,0.47269999999999995
144,fffe33003200390038003700,0.4752999999999997
145,fffe33003100380035003700,0.22619999999999998
146,fffe32003900350032003100,0.0
147,fffe31003400360032003800,0.7234000000000002
148,fffe32003500340030003200,0.23409999999999992
149,fffe32003600330035003300,0.32070000000000015
150,fffe3700320033003600,0.3394999999999998
151,fffe31003400310033003000,0.42079999999999984
152,fffe31003400380034003800,0.40909999999999974
153,fffe32003300340039003700,0.42560000000000014
154,fffe31003300360031003300,0.5580999999999996
155,fffe3500350037003800,0.41839999999999994
156,fffe32003300350035003400,0.5535000000000003
157,fffe3600310037003400,0.43049999999999966
158,fffe3200350036003400,0.3016999999999998
159,fffe33003100350034003600,0.2348
160,fffe3700390038003600,0.41779999999999995
161,fffe31003200350033003800,0.41359999999999997
162,fffe32003300320033003400,0.5640000000000001
163,fffe31003900360035003900,0.056599999999999984
